Code,Days,Times,Location
20000,TuTh,3:30- 4:50p,HH 210
20001,MWF,10:00-10:50 ,ALP 1110
20002,MWF,1:00- 1:50p,ALP 1100
20003,TuTh,5:00- 6:20p,HH 210
20004,MWF,12:00-12:50p,ALP 1100
20005,TuTh,11:00-12:20p,ALP 1100
20006,MWF,11:00-11:50 ,DBH 1420
20007,TuTh,9:30-10:50 ,ALP 1110
20008,TuTh,11:00-12:20p,HH 210
20009,MWF,2:00- 2:50p,HH 210
20010,MWF,10:00-10:50 ,SSL 152
20011,MWF,11:00-11:50 ,SSL 152
20013,MWF,4:00- 4:50p,IAB 129
20014,MWF,9:00- 9:50 ,RH 190
20015,MWF,2:00- 2:50p,SSL 152
20016,MWF,3:00- 3:50p,SSL 155
20017,TuTh,2:00- 3:20p,DBH 1423
20018,MWF,5:00- 5:50p,IAB 129
20019,MWF,1:00- 1:50p,SSL 159
20020,MWF,11:00-11:50 ,DBH 1425
20021,TuTh,9:30-10:50 ,DBH 1425
20022,TuTh,8:00- 9:20 ,HH 210
20023,TuTh,12:30- 1:50p,DBH 1427
20024,MWF,9:00- 9:50 ,ALP 1110
20025,MWF,12:00-12:50p,SSL 159
20026,MWF,11:00-11:50 ,IAB 131
20033,TuTh,12:30- 1:50p,ALP 1100
20034,TuTh,2:00- 3:20p,SSL 152
20035,MWF,9:00- 9:50 ,SSL 152
20036,MWF,12:00-12:50p,SSL 171
20037,MWF,1:00- 1:50p,SSL 152
20038,TuTh,2:00- 3:20p,HH 210
20039,TuTh,9:30-10:50 ,RH 192
20040,MWF,9:00- 9:50 ,SSL 119
20041,MWF,1:00- 1:50p,SSL 159
20042,MWF,11:00-11:50 ,SSL 159
20043,MWF,4:00- 4:50p,PSCB 210
20044,TuTh,3:30- 4:50p,PSCB 210
20045,TuTh,12:30- 1:50p,SSL 159
20046,TuTh,12:30- 1:50p,SSL 119
20047,TuTh,12:30- 1:50p,PSCB 230
20048,TuTh,11:00-12:20p,PSCB 210
20049,MWF,10:00-10:50 ,PSCB 210
20050,TuTh,9:30-10:50 ,PSCB 210
20051,TuTh,12:30- 1:50p,PSCB 210
20052,MWF,1:00- 1:50p,PSCB 210
20053,TuTh,9:30-10:50 ,HH 236
20054,MWF,12:00-12:50p,HH 210
20055,MWF,11:00-11:50 ,SSL 171
20056,MWF,9:00- 9:50 ,SSPA 1165
20057,MWF,2:00- 2:50p,PSCB 230
20058,MWF,3:00- 3:50p,PSCB 230
20059,MWF,4:00- 4:50p,IAB 128
20060,MWF,10:00-10:50 ,SSL 171
20061,TuTh,8:00- 9:20 ,IAB 129
20062,TuTh,8:00- 9:20 ,RH 190
20063,TuTh,5:00- 6:20p,HH 112
20064,TuTh,5:00- 6:20p,HH 112
20065,MWF,9:00- 9:50 ,HH 242
20076,TuTh,9:30-10:50 ,PSCB 230
20077,MWF,9:00- 9:50 ,DBH 1423
20078,MWF,11:00-11:50 ,DBH 1427
20079,TuTh,2:00- 3:20p,DBH 1431
20080,TuTh,3:30- 4:50p,IAB 128
20081,MWF,3:00- 3:50p,DBH 1423
20082,MWF,11:00-11:50 ,DBH 1429
20083,MWF,9:00- 9:50 ,HH 210
20084,TuTh,11:00-12:20p,HH 112
20085,MWF,10:00-10:50 ,DBH 1427
20086,TuTh,12:30- 1:50p,SSL 171
20087,MWF,1:00- 1:50p,ALP 1120
20088,MWF,12:00-12:50p,HH 220
20089,MWF,1:00- 1:50p,DBH 1420
20090,MWF,2:00- 2:50p,SSL 129
20091,MWF,1:00- 1:50p,SSL 129
20092,TuTh,9:30-10:50 ,HH 220
20093,MWF,11:00-11:50 ,SSL 129
20094,MWF,3:00- 3:50p,BS3 2130
20095,MWF,4:00- 4:50p,HH 210
20096,TuTh,12:30- 1:50p,SSL 155
20097,TuTh,5:00- 6:20p,IAB 128
20098,MWF,2:00- 2:50p,PSCB 210
20099,TuTh,3:30- 4:50p,IAB 128
20100,MWF,3:00- 3:50p,PSCB 210
20101,MWF,3:00- 3:50p,IAB 128
20102,MWF,3:00- 3:50p,DBH 1431
20103,TuTh,11:00-12:20p,SSL 105
20104,TuTh,8:00- 9:20 ,IAB 128
20105,MWF,4:00- 4:50p,HH 220
20119,MWF,9:00- 9:50 ,IAB 129
20121,MWF,12:00-12:50p,SSPA 1165
20122,TuTh,2:00- 3:20p,ALP 2700
20123,MWF,12:00-12:50p,SSPA 1165
20124,TuTh,12:30- 1:50p,ALP 1120
20125,MWF,1:00- 1:50p,SSL 119
20126,MWF,10:00-10:50 ,SSPA 1165
20127,MWF,11:00-11:50 ,SSPA 1165
20128,MWF,1:00- 1:50p,HH 236
20129,MWF,2:00- 2:50p,ALP 1120
20130,MWF,3:00- 3:50p,IAB 129
20131,MWF,10:00-10:50 ,HH 251
20132,TuTh,11:00-12:20p,DBH 1427
20133,MWF,10:00-10:50 ,HH 242
20134,MWF,12:00-12:50p,PSCB 210
20135,TuTh,9:30-10:50 ,MM 116
20136,MWF,10:00-10:50 ,ALP 2700
20137,MWF,11:00-11:50 ,ALP 2700
20138,MWF,9:00- 9:50 ,SSPA 1170
20139,TuTh,5:00- 6:20p,IAB 129
20140,TuTh,3:30- 4:50p,IAB 129
20141,TuTh,11:00-12:20p,PSCB 230
20142,MWF,2:00- 2:50p,RH 192
20143,TuTh,2:00- 3:20p,PSCB 210
20144,MW,10:00-10:50 ,HH 210
20145,MW,11:00-11:50 ,HH 210
20146,MW,9:00- 9:50 ,HH 251
20147,TuTh,9:30-10:50 ,HH 210
20148,TuTh,9:30-10:50 ,HH 242
20149,MW,2:00- 2:50p,MM 116
20150,MWF,1:00- 1:50p,HH 210
20152,MWF,12:00-12:50p,MSTB 114
20169,W,10:00-11:50 ,SST 238
20170,Tu,12:00- 1:50p,SSL 129
20174,M,9:00-10:50 ,HH 108
20175,W,2:00- 3:50p,SSL 105
20176,M,10:00-11:50 ,SST 238
20177,M,12:00- 1:50p,MM 116
20179,MWF,1:00- 1:50p,MSTB 114
20180,TuTh,12:30- 1:50p,ALP 2700
20181,MWF,2:00- 2:50p,MSTB 114
20182,MWF,1:00- 1:50p,MSTB 114
20183,TuTh,2:00- 3:20p,ALP 1120
20184,TuTh,9:30-10:50 ,DBH 1420
20185,TuTh,3:30- 4:50p,DBH 1427
20186,TuTh,12:30- 1:50p,HH 210
20187,MWF,10:00-10:50 ,RH 190
20188,MWF,11:00-11:50 ,HH 224
20189,TuTh,11:00-12:20p,ALP 1120
20190,MWF,9:00- 9:50 ,HH 224
20191,TuTh,3:00- 3:50p,HH 251
20192,MWF,3:00- 3:50p,HH 210
20193,MWF,12:00-12:50p,SSL 129
20194,MWF,1:00- 1:50p,HH 112
20195,MWF,9:00- 9:50 ,HG 2310
20196,MWF,1:00- 1:50p,SSL 171
20197,TuTh,11:00-12:20p,HH 224
20198,TuTh,9:30-10:50 ,HH 224
20199,MWF,12:00-12:50p,HH 224
20200,MWF,11:00-11:50 ,SSPA 1100
20201,M,9:00- 9:50 ,HICF 100K
20202,M,10:00-10:50 ,HICF 100K
20203,W,9:00- 9:50 ,HICF 100K
20204,W,10:00-10:50 ,HICF 100K
20205,F,9:00- 9:50 ,HICF 100K
20206,F,10:00-10:50 ,HICF 100K
20280,MW,2:00- 3:20p,HH 143
20310,MW,4:00- 5:20p,HH 143
20330,TuTh,5:00- 6:20p,HICF 100K
20360,TuTh,9:30-10:50 ,HH 105
20370,MWF,1:00- 1:50p,SST 238
20371,TuTh,11:00-12:20p,HH 143
60000,M,7:00- 9:50p,PSLH 100
60001,M,2:00- 2:50p,SST 238
60002,M,6:00- 6:50p,SSL 129
60003,M,5:00- 5:50p,SSL 206
60004,Tu,9:00- 9:50 ,SSL 206
60005,Tu,2:00- 2:50p,SSL 129
60006,Tu,5:00- 5:50p,SST 238
60007,Tu,4:00- 4:50p,SSL 129
60009,W,3:00- 3:50p,SST 238
60010,W,4:00- 4:50p,SSL 129
60011,W,5:00- 5:50p,SSL 129
60012,Th,4:00- 4:50p,SSL 129
60013,Th,5:00- 5:50p,SSL 129
60014,Th,6:00- 6:50p,SSL 129
60015,F,9:00- 9:50 ,SSL 129
60020,MWF,11:00-11:50 ,DBH 1100
60021,M,1:00- 1:50p,SSL 105
60022,M,2:00- 2:50p,SSL 105
60023,M,3:00- 3:50p,SSL 105
60024,Tu,10:00-10:50 ,SSL 206
60025,Tu,11:00-11:50 ,SSTR 100
60027,W,9:00- 9:50 ,SSL 105
60028,W,10:00-10:50 ,SSL 105
60029,W,1:00- 1:50p,SSL 105
60041,M,9:00- 9:50 ,SSL 129
60042,M,10:00-10:50 ,SSL 129
60043,M,5:00- 5:50p,SSL 129
60044,Tu,5:00- 5:50p,SSL 129
60045,Tu,6:00- 6:50p,SSL 129
60047,F,9:00- 9:50 ,SSTR 100
60048,F,10:00-10:50 ,SSTR 100
60080,TuTh,9:30-10:50 ,PCB 1100
60082,M,10:00-10:50 ,SSL 119
60083,M,2:00- 2:50p,SSL 155
60084,Tu,3:00- 3:50p,SSL 129
60085,Tu,11:00-11:50 ,SSL 159
60087,W,4:00- 4:50p,SSL 105
60088,Th,12:00-12:50p,SSL 152
60089,Th,2:00- 2:50p,SSL 171
60090,TuTh,2:00- 3:20p,ALP 2300
60105,Tu,7:00- 9:50p,SSLH 100
60108,M,5:00- 5:50p,SST 122
60109,M,6:00- 6:50p,SST 122
60115,W,12:00-12:50p,SST 120
60116,Th,11:00-11:50 ,SST 122
60117,Th,12:00-12:50p,SST 122
60118,F,12:00-12:50p,SST 122
60119,F,1:00- 1:50p,SST 122
60120,F,5:00- 5:50p,SST 122
60155,M,1:00- 3:50p,PCB 1200
60158,MWF,2:00- 2:50p,PSCB 120
60160,TuTh,2:00- 3:20p,HH 178
60161,Tu,4:00- 4:50p,SSTR 100
60162,Tu,5:00- 5:50p,SSTR 101
60163,Th,4:00- 4:50p,SSTR 100
60164,Th,5:00- 5:50p,SSTR 100
60168,TuTh,9:30-10:50 ,SSL 248
60181,MWF,3:00- 3:50p,SSL 145
60190,Th,7:00- 9:50p,SSL 228
60191,Tu,1:00- 1:50p,SSL 145
60193,W,3:00- 3:50p,SSTR 100
60194,Th,1:00- 1:50p,SSL 105
60200,TuTh,12:30- 1:50p,PSCB 120
60201,Tu,3:00- 3:50p,SSTR 101
60202,Tu,4:00- 4:50p,SSTR 101
60203,W,4:00- 4:50p,SSL 145
60210,MWF,10:00-10:50 ,SSL 270
60215,Tu,7:00- 9:50p,SSL 140
60217,Tu,6:00- 6:50p,SSTR 101
60300,Th,7:00- 9:50p,SSL 140
60301,TuTh,2:00- 3:20p,SE2 1304
60303,MW,11:00-12:20p,SSL 105
60400,TuTh,3:30- 4:50p,SH 128
60440,MWF,1:00- 1:50p,SSL 140
60441,M,9:00- 9:50 ,SSL 145
60442,M,12:00-12:50p,SSPA 1170
60443,F,10:00-10:50 ,HH 118
60451,TuTh,9:30-10:50 ,SSL 105
60460,TuTh,2:00- 3:20p,SSL 105
60700,Th,12:00- 2:50p,SBSG 3323
60705,W,9:00-11:50 ,SBSG 3323
60710,M,2:00- 4:50p,SBSG 3200
60715,F,2:00- 4:50p,SBSG 3323
60717,M,2:00- 4:50p,SBSG 3323
60718,M,9:00-11:50 ,SBSG 3323
60719,Tu,2:00- 4:50p,SBSG 3323
60720,Tu,2:00- 4:50p,SBSG 3200
60721,Th,9:00-11:50 ,SBSG 3323
60723,F,9:00-11:50 ,SBSG 3323
60724,Th,4:00- 6:50p,KH 126
20955,TuTh,9:30-10:50 ,IAB 131
20956,TuTh,12:30- 1:50p,DBH 1420
20960,TuTh,2:00- 3:20p,HH 112
21490,MW,9:00-10:50 F 9:00- 9:50 ,HH 105HH 105
21495,MW,12:00- 1:50p,HH 105
1066,MW,1:00- 3:20p,ART 260
1100,M,3:30- 8:20p,ART 265
1108,MW,9:30-11:50 ,ART 265
1134,TuTh,3:30- 5:20p,SCS 175
1218,TuTh,9:30-11:50 ,ART 166
1220,MW,9:30-11:50 ,ART 166
1226,TuTh,1:00- 3:20p,ART 166
1252,F,2:00- 6:50p,ACT 1221
1253,F,2:00- 6:50p,ACT 1221
1272,TuTh,1:00- 3:20p,ART 165
1302,W,3:30- 5:50p,ART 160
1322,TuTh,9:30-11:50 ,ART 160
1370,TuTh,1:00- 3:20p,CAC G021
1376,Tu,3:30- 5:50p,ART 160
1380,TuTh,3:30- 5:50p,CAC G021
1390,MW,1:00- 3:20pMW 1:00- 3:20p,ACT 1221CAC G021
1391,MW,1:00- 3:20pMW 1:00- 3:20p,ACT 1221CAC G021
1426,MW,1:00- 3:20p,ART 265
1434,MW,3:30- 5:50p,ART 166
1436,MW,1:00- 3:20p,ART 166
1446,MW,3:30- 5:50p,ACT 1221
1447,MW,3:30- 5:50p,ACT 1221
1632,M,3:30- 5:50p,ART 160
1680,M,6:30- 8:50p,ART 165
1682,Th,6:30- 8:50p,ART 165
1684,Tu,6:30- 8:50p,ART 165
1708,F,9:30-11:50 ,ACT 3214
1710,F,1:00- 3:20p,ACT 3214
1712,F,3:30- 5:20p,ACT 3214
1740,W,6:30- 8:50p,ART 160
21000,TuTh,12:30- 1:50p,EH 1200
21001,Th,3:00- 3:50p,IAB 131
21002,Th,4:00- 4:50p,IAB 131
21003,F,9:00- 9:50 ,IAB 130
21004,F,10:00-10:50 ,IAB 130
21005,F,11:00-11:50 ,IAB 130
21006,F,12:00-12:50p,IAB 130
21007,F,1:00- 1:50p,IAB 130
21008,F,2:00- 2:50p,IAB 130
21020,MWF,10:00-10:50 ,HSLH 100A
21021,M,3:00- 3:50p,IAB 130
21022,M,4:00- 4:50p,IAB 130
21023,W,1:00- 1:50p,IAB 130
21024,W,2:00- 2:50p,IAB 130
21025,W,3:00- 3:50p,IAB 130
21026,W,4:00- 4:50p,IAB 130
21027,F,12:00-12:50p,IAB 131
21028,F,1:00- 1:50p,IAB 131
21035,TuTh,2:00- 3:20p,ALP 1110
21040,TuTh,11:00-12:20p,IAB 130
21050,MW,11:00-12:20p,IAB 130
21090,W,3:00- 5:50p,HG 2200
21100,Th,11:00- 1:50p,HG 2200
21370,W,3:00- 5:50p,HG 2200
21375,Th,11:00- 1:50p,HG 2200
21500,MW,12:30- 1:50p,ELH 100
21501,Th,11:00-11:50 ,SST 238
21502,Th,12:00-12:50p,SST 238
21503,F,9:00- 9:50 ,SST 238
21504,F,10:00-10:50 ,SST 238
21505,F,11:00-11:50 ,SST 238
21506,F,12:00-12:50p,SST 238
21540,TuTh,11:00-12:20p,ALP 2300
21541,F,12:00-12:50p,HH 143
21542,F,1:00- 1:50p,HH 143
21543,F,2:00- 2:50p,HH 143
21544,F,3:00- 3:50p,HH 143
21580,MW,10:00-11:20 ,HICF 100L
21690,TuTh,2:00- 3:20p,HICF 100K
21700,TuTh,8:00- 9:20 ,HH 143
21730,TuTh,3:30- 4:50p,HICF 100K
21820,Th,2:00- 4:50p,SST 238
21850,Tu,1:00- 3:50p,SST 238
39805,Th,8:00-10:50 ,SB2 117
39806,Th,12:30- 3:20p,SB2 117
39811,Tu,12:30- 3:20p,SB2 117
39812,Tu,8:00-10:50 ,SB2 117
39817,Th,12:30- 3:20p,SB2 122
39818,Th,8:00-10:50 ,SB2 122
39840,Tu,8:00-10:50 ,SB2 122
39841,Tu,12:30- 3:20p,SB2 122
90410,Sa,8:30-11:50 ,ALP 2800
5000,W,9:00- 9:50 ,SH 237
5001,W,9:00- 9:50 ,HSLH 200
5002,W,9:00- 9:50 ,BS3 2130
5003,M,1:00- 1:50p,BS3 2130
5004,M,1:00- 1:50p,HSLH 200
5005,M,1:00- 1:50p,DBH 1429
5006,M,2:00- 2:50p,BS3 2130
5007,M,2:00- 2:50p,SH 237
5008,M,2:00- 2:50p,HSLH 200
5009,M,4:00- 4:50p,BS3 2130
5010,M,4:00- 4:50p,HSLH 200
5011,M,4:00- 4:50p,SH 237
5012,Tu,9:00- 9:50 ,SH 237
5013,Tu,9:00- 9:50 ,HSLH 200
5014,Tu,10:00-10:50 ,HSLH 200
5015,Tu,10:00-10:50 ,SH 237
5016,Tu,11:00-11:50 ,SH 237
5017,Tu,11:00-11:50 ,HSLH 200
5018,Tu,1:00- 1:50p,BS3 2130
5019,Tu,1:00- 1:50p,HSLH 200
5020,Tu,3:00- 3:50p,BS3 2130
5022,Tu,3:00- 3:50p,DBH 1429
5024,Tu,3:00- 3:50p,HSLH 200
5025,Tu,4:00- 4:50p,DBH 1429
5026,Tu,4:00- 4:50p,BS3 2130
5029,Tu,4:00- 4:50p,HSLH 200
5031,W,12:00-12:50p,DBH 1429
5032,W,12:00-12:50p,HSLH 200
5033,W,12:00-12:50p,BS3 2130
5034,W,2:00- 2:50p,DBH 1429
5035,W,2:00- 2:50p,HSLH 200
5036,W,2:00- 2:50p,BS3 2130
5037,Th,12:00-12:50p,BS3 2130
5039,Th,12:00-12:50p,HSLH 200
5045,Th,12:00-12:50p,SH 237
5052,Th,1:00- 1:50p,DBH 1429
5053,Th,1:00- 1:50p,HSLH 200
5054,Th,1:00- 1:50p,SH 237
5056,Th,2:00- 2:50p,BS3 2130
5057,Th,2:00- 2:50p,SH 237
5058,Th,2:00- 2:50p,HSLH 200
5059,Th,3:00- 3:50p,SH 237
5060,Th,3:00- 3:50p,BS3 2130
5061,Th,3:00- 3:50p,HSLH 200
5064,Th,2:00- 2:50p,PSCB 140
5066,Tu,3:00- 3:50p,DBH 1425
5072,Th,11:00-11:50 ,BS3 2130
5073,Th,1:00- 1:50p,BS3 2130
5074,W,10:00-10:50 ,BS3 2130
5075,W,4:00- 4:50p,BS3 2130
5077,W,1:00- 1:50p,SH 174
5078,M,4:00- 6:50p,ALP 1600
5079,TuTh,2:00- 3:20p,ALP 2100
5080,Th,5:00- 7:50p,RH 190
5081,Th,5:00- 7:50p,ON LINE
5083,TuTh,2:00- 3:20p,SH 128
5085,MWF,10:00-10:50 ,ALP 1300
5090,TuTh,12:30- 1:50p,HSLH 100A
5100,TuTh,3:30- 4:50p,BS3 1200
5101,M,11:00-12:20p,NS1 2108
5102,M,2:00- 3:20p,NS1 2108
5103,Tu,11:00-12:20p,NS1 2108
5104,M,12:30- 1:50p,NS1 2108
5105,F,10:00-11:20 ,NS1 2108
5106,Tu,2:00- 3:20p,NS1 2108
5107,M,3:30- 4:50p,NS1 2108
5108,Tu,5:00- 6:20p,NS1 2108
5109,W,3:30- 4:50p,NS1 2108
5110,W,11:00-12:20p,NS1 2108
5111,W,12:30- 1:50p,NS1 2108
5112,W,2:00- 3:20p,NS1 2108
5113,F,3:30- 4:50p,NS1 2108
5114,W,5:00- 6:20p,NS1 2108
5115,M,5:00- 6:20p,NS1 2108
5116,Th,11:00-12:20p,NS1 2108
5117,F,5:00- 6:20p,NS1 2108
5118,Th,12:30- 1:50p,NS1 2108
5119,Th,2:00- 3:20p,NS1 2108
5120,Th,5:00- 6:20p,NS1 2108
5121,F,2:00- 3:20p,NS1 2108
5122,W,9:30-10:50 ,NS1 2108
5123,Tu,12:30- 1:50p,NS1 2108
5124,F,12:30- 1:50p,NS1 2108
5183,TuTh,2:00- 3:20p,SH 134
5200,MWF,12:00-12:50p,PSLH 100
5205,M,10:00-10:50 ,DBH 1429
5206,M,11:00-11:50 ,HICF 100N
5207,Tu,12:00-12:50p,DBH 1429
5208,Tu,1:00- 1:50p,DBH 1429
5209,Tu,2:00- 2:50p,DBH 1429
5210,W,3:00- 3:50p,BS3 1305
5211,W,4:00- 4:50p,BS3 1305
5213,W,5:00- 5:50p,BS3 1305
5216,Th,11:00-11:50 ,DBH 1429
5217,F,1:00- 1:50p,BS3 1305
5218,F,2:00- 2:50p,BS3 1305
5219,F,3:00- 3:50p,BS3 1305
5220,MWF,1:00- 1:50p,PSLH 100
5221,M,3:00- 3:50p,BS3 1305
5222,M,4:00- 4:50p,BS3 1305
5223,M,5:00- 5:50p,BS3 1305
5225,Tu,10:00-10:50 ,DBH 1429
5227,W,9:00- 9:50 ,HH 118
5228,W,10:00-10:50 ,DBH 1429
5230,Th,2:00- 2:50p,DBH 1429
5231,Th,3:00- 3:50p,DBH 1429
5232,Th,4:00- 4:50p,DBH 1429
5234,F,3:00- 3:50p,DBH 1429
5235,F,4:00- 4:50p,HH 118
5240,MWF,10:00-10:50 ,BS3 1200
5241,M,11:00-11:50 ,ALP 1700
5242,M,12:00-12:50p,ALP 1700
5243,M,1:00- 1:50p,ALP 1700
5244,W,1:00- 1:50p,ALP 1700
5245,W,2:00- 2:50p,ALP 1700
5260,MWF,3:00- 3:50p,BS3 1200
5261,M,9:00- 9:50 ,BS3 1305
5262,M,10:00-10:50 ,BS3 1305
5263,M,11:00-11:50 ,BS3 1305
5264,Tu,9:00- 9:50 ,BS3 1305
5265,Tu,10:00-10:50 ,BS3 1305
5266,Tu,11:00-11:50 ,BS3 1305
5267,Tu,12:00-12:50p,BS3 1305
5268,Tu,1:00- 1:50p,BS3 1305
5269,Tu,2:00- 2:50p,BS3 1305
5270,Th,9:00- 9:50 ,BS3 1305
5271,Th,10:00-10:50 ,BS3 1305
5272,Th,11:00-11:50 ,BS3 1305
5280,MWF,4:00- 4:50p,BS3 1200
5281,M,12:00-12:50p,BS3 1305
5282,M,1:00- 1:50p,BS3 1305
5283,M,2:00- 2:50p,BS3 1305
5284,W,9:00- 9:50 ,BS3 1305
5285,W,10:00-10:50 ,BS3 1305
5286,W,11:00-11:50 ,BS3 1305
5287,Th,12:00-12:50p,BS3 1305
5288,Th,1:00- 1:50p,BS3 1305
5289,Th,2:00- 2:50p,BS3 1305
5290,F,9:00- 9:50 ,BS3 1305
5291,F,10:00-10:50 ,BS3 1305
5292,F,11:00-11:50 ,BS3 1305
5305,MF,12:30- 1:50p,SH 174
5308,W,4:00- 4:50p,DBH 1420
5309,W,5:00- 5:50p,DBH 1420
5330,MWF,1:00- 1:50p,ALP 2300
5331,W,3:00- 3:50p,HSLH 200
5332,W,4:00- 4:50p,HSLH 200
5333,W,5:00- 5:50p,HSLH 200
5334,F,3:00- 3:50p,HSLH 200
5335,F,4:00- 4:50p,HSLH 200
5336,M,3:00- 3:50p,HSLH 200
5340,MWF,10:00-10:50 ,PSLH 100
5342,Tu,4:00- 4:50p,HICF 100N
5343,Tu,5:00- 5:50p,HICF 100N
5350,TuTh,12:30- 1:50p,SH 128
5351,W,1:00- 1:50p,SH 237
5352,W,2:00- 2:50p,SH 237
5353,W,3:00- 3:50p,SH 237
5360,MWF,2:00- 2:50p,ALP 2300
5361,Th,9:00- 9:50 ,HSLH 200
5362,Th,10:00-10:50 ,HSLH 200
5363,Th,11:00-11:50 ,HSLH 200
5364,M,9:00- 9:50 ,HSLH 200
5365,M,10:00-10:50 ,HSLH 200
5366,W,11:00-11:50 ,HSLH 200
5370,MWF,11:00-11:50 ,PSLH 100
5371,M,1:00- 1:50p,HICF 100N
5372,M,2:00- 2:50p,HICF 100N
5373,M,3:00- 3:50p,HICF 100N
5374,M,10:00-10:50 ,HICF 100N
5377,W,1:00- 1:50p,HICF 100N
5378,W,3:00- 3:50p,HICF 100N
5394,MWF,11:00-11:50 ,SH 134
5400,MWF,9:00- 9:50 ,ALP 1300
5405,MWF,2:00- 2:50p,ALP 1300
5500,TuTh,3:30- 4:50p,ALP 2100
5505,Th,5:00- 7:50p,ALP 2600
5530,MWF,1:00- 1:50p,HSLH 100A
5550,M,3:00- 4:50p,SSLH 100
5551,Tu,9:00-11:50 ,SH 240
5552,Tu,1:00- 3:50p,SH 240
5553,W,9:00-11:50 ,SH 240
5554,W,1:00- 3:50p,SH 240
5555,Tu,5:00- 7:50p,SH 240
5556,W,5:00- 7:50p,SH 240
5557,Th,9:00-11:50 ,SH 240
5558,Th,1:00- 3:50p,SH 240
5570,W,7:00- 9:50p,RH 104
5571,M,11:00-11:50 ,SH 237
5572,M,12:00-12:50p,SH 237
5573,M,1:00- 1:50p,SH 237
5574,F,12:00-12:50p,HICF 100M
5575,F,3:00- 3:50p,HICF 100L
5576,F,4:00- 4:50p,HICF 100N
5580,TuTh,2:00- 3:20p,MSTB 118
5581,M,12:00-12:50p,BS3 2120
5582,M,1:00- 1:50p,BS3 2120
5583,F,1:00- 1:50p,BS3 2120
5584,F,2:00- 2:50p,BS3 2120
5600,TuTh,3:30- 4:50p,SH 134
5603,W,12:00-12:50p,BS3 1305
5605,W,1:00- 1:50p,BS3 1305
5606,W,2:00- 2:50p,BS3 1305
5608,MW,3:00- 4:20p,ELH 100
5610,Tu,11:00-11:50 ,HSLH 200
5611,W,10:00-10:50 ,HSLH 200
5612,W,11:00-11:50 ,HH 254
5613,Th,8:00- 8:50 ,HSLH 200
5614,F,12:00-12:50p,HSLH 200
5615,F,1:00- 1:50p,HSLH 200
5616,Tu,9:00- 9:50 ,HICF 100K
5617,F,2:00- 2:50p,HSLH 200
5618,M,5:00- 5:50p,HSLH 200
5620,W,11:00-11:50 ,BS3 2130
5810,MWF,10:00-10:50 ,HIB 100
5815,MWF,11:00-11:50 ,HIB 100
5830,M,9:00-10:50 ,ON LINE
5850,Tu,9:00-11:50 ,SH 272
5851,Tu,1:00- 3:50p,SH 272
5852,Tu,5:00- 7:50p,SH 272
5853,W,9:00-11:50 ,SH 272
5854,W,1:00- 3:50p,SH 272
5855,W,5:00- 7:50p,SH 272
5856,Th,9:00-11:50 ,SH 272
5857,Th,1:00- 3:50p,SH 272
5858,Th,5:00- 7:50p,SH 272
5860,F,9:00-11:50 ,SH 272
5861,F,1:00- 3:50p,SH 272
5862,M,5:00- 7:50p,SH 272
5864,Tu,4:00- 6:50p,SH 351
5866,TuTh,11:00-12:20p,PSCB 120
5869,Tu,9:30-12:20p,NS1 2144
5872,TuTh,11:00-12:20p,ALP 2500
5873,TuTh,9:30-10:50 ,ALP 2700
5875,MWF,11:00-11:50 ,ALP 2500
5878,Th,1:00- 2:50pTu 1:00- 4:50p,NS1 3112SH 140
5888,M,10:00-10:50 F 9:00-11:50 ,PSCB 230PSCB 230
5950,MWF,11:00-11:50 ,SH 128
5951,F,9:00- 9:50 ,HSLH 200
5952,F,10:00-10:50 ,HSLH 200
5960,M,11:00-12:50p,DBH 1600
5961,W,10:00- 1:50p,SH 288
5962,Th,9:00-12:50p,SH 288
5963,Th,1:30- 5:20p,SH 288
5964,Tu,9:00-12:50p,SH 288
5965,Tu,1:30- 5:20p,SH 288
5970,M,11:00-12:50p,HSLH 200
5974,Tu,1:00- 4:50p,SH 166
5976,Th,1:00- 4:50p,SH 166
5977,Th,8:00-11:50 ,SH 166
5978,F,10:00- 1:50p,SH 166
5979,W,10:00- 1:50p,SH 166
6000,Tu,9:00-11:50 ,SH 226
6001,Th,9:30-10:20 ,SH 226
6002,M,5:00- 6:50p,ALP 2300
6010,Tu,1:00- 3:50p,SH 226
6011,Th,2:00- 2:50p,SH 226
6012,M,5:00- 6:50p,ALP 2300
6015,Tu,1:00- 3:50p,SH 230
6016,Th,2:00- 2:50p,SH 230
6017,M,5:00- 6:50p,ALP 2300
6020,W,9:00-11:50 ,SH 226
6021,F,9:00- 9:50 ,SH 226
6022,M,5:00- 6:50p,ALP 2300
6030,W,1:00- 3:50p,SH 226
6031,F,1:00- 1:50p,SH 226
6032,M,5:00- 6:50p,ALP 2300
6035,W,1:00- 3:50p,SH 230
6036,F,1:00- 1:50p,SH 230
6037,M,5:00- 6:50p,ALP 2300
6038,Tu,9:00-11:50 ,SH 230
6039,Th,9:30-10:20 ,SH 230
6040,M,5:00- 6:50p,ALP 2300
6041,W,9:00-11:50 ,SH 230
6042,F,9:00- 9:50 ,SH 230
6043,M,5:00- 6:50p,ALP 2300
6045,MWF,9:00- 9:50 ,HG 1800
6046,MWF,3:00- 3:50p,ALP 2300
6048,W,10:00-10:50 ,SH 174
6049,Th,5:00- 5:50p,SH 134
6050,F,10:00-10:50 ,SH 128
